0.0	3.731135E-2	-1.423132E-3
1e-08	3.731135E-2	-1.423132E-3
2e-08	3.731135E-2	2.849902E-3
3e-08	3.731135E-2	-1.423132E-3
4e-08	3.731135E-2	2.849902E-3
5e-08	3.731135E-2	2.849902E-3
6e-08	3.731135E-2	2.849902E-3
7e-08	3.731135E-2	-1.423132E-3
8e-08	3.731135E-2	-1.423132E-3
9e-08	3.731135E-2	-1.423132E-3
1e-07	3.731135E-2	-1.423132E-3
1.1e-07	8.002845E-2	-5.696167E-3
1.2e-07	3.731135E-2	-1.423132E-3
1.3e-07	3.731135E-2	-1.423132E-3
1.4e-07	8.002845E-2	-1.423132E-3
1.5e-07	3.731135E-2	-1.423132E-3
1.6e-07	3.731135E-2	2.849902E-3
1.7e-07	3.731135E-2	2.849902E-3
1.8e-07	3.731135E-2	2.849902E-3
1.9e-07	3.731135E-2	2.849902E-3
2e-07	3.731135E-2	2.849902E-3
2.1e-07	3.731135E-2	2.849902E-3
2.2e-07	3.731135E-2	-1.423132E-3
2.3e-07	3.731135E-2	-1.423132E-3
2.4e-07	3.731135E-2	2.849902E-3
2.5e-07	3.731135E-2	-1.423132E-3
2.6e-07	3.731135E-2	-1.423132E-3
2.7e-07	3.731135E-2	-1.423132E-3
2.8e-07	3.731135E-2	-1.423132E-3
2.9e-07	3.731135E-2	-1.423132E-3
3e-07	-4.812285E-2	-1.423132E-3
3.1e-07	-1.762741E-1	-9.969201E-3
3.2e-07	-5.607280E-1	-3.133437E-2
3.3e-07	-9.878990E-1	-6.979169E-2
3.4e-07	-1.628656E+0	-1.167951E-1
3.5e-07	-2.312129E+0	-1.723445E-1
3.6e-07	-2.824734E+0	-2.108018E-1
3.7e-07	-3.294622E+0	-2.278940E-1
3.8e-07	-3.636359E+0	-2.407131E-1
3.9e-07	-3.935379E+0	-2.663513E-1
4e-07	-4.191681E+0	-2.834434E-1
4.1e-07	-4.319833E+0	-2.877165E-1
4.2e-07	-4.490701E+0	-2.877165E-1
4.3e-07	-4.576135E+0	-2.877165E-1
4.4e-07	-4.661570E+0	-2.919895E-1
4.5e-07	-4.704287E+0	-2.962625E-1
4.6e-07	-4.747004E+0	-2.962625E-1
4.7e-07	-4.789721E+0	-2.877165E-1
4.8e-07	-4.832438E+0	-2.877165E-1
4.9e-07	-4.832438E+0	-2.877165E-1
5e-07	-4.832438E+0	-2.919895E-1
5.1e-07	-4.832438E+0	-2.877165E-1
5.2e-07	-4.875155E+0	-2.791704E-1
5.3e-07	-4.832438E+0	-2.748973E-1
5.4e-07	-4.875155E+0	-2.748973E-1
5.5e-07	-4.875155E+0	-2.706243E-1
5.6e-07	-4.875155E+0	-2.578052E-1
5.7e-07	-4.875155E+0	-2.535322E-1
5.8e-07	-4.875155E+0	-2.492591E-1
5.9e-07	-4.875155E+0	-2.492591E-1
6e-07	-4.875155E+0	-2.407131E-1
6.1e-07	-4.875155E+0	-2.407131E-1
6.2e-07	-4.875155E+0	-2.364400E-1
6.3e-07	-4.917872E+0	-2.321670E-1
6.4e-07	-4.875155E+0	-2.321670E-1
6.5e-07	-4.875155E+0	-2.236209E-1
6.6e-07	-4.875155E+0	-2.193479E-1
6.7e-07	-4.875155E+0	-2.193479E-1
6.8e-07	-4.875155E+0	-2.150749E-1
6.9e-07	-4.875155E+0	-2.065288E-1
7e-07	-4.875155E+0	-2.022558E-1
7.1e-07	-4.875155E+0	-1.979827E-1
7.2e-07	-4.875155E+0	-1.937097E-1
7.3e-07	-4.875155E+0	-1.894367E-1
7.4e-07	-4.875155E+0	-1.851636E-1
7.5e-07	-4.875155E+0	-1.808906E-1
7.6e-07	-4.875155E+0	-1.766176E-1
7.7e-07	-4.875155E+0	-1.723445E-1
7.8e-07	-4.875155E+0	-1.723445E-1
7.9e-07	-4.875155E+0	-1.680715E-1
8e-07	-4.875155E+0	-1.637984E-1
8.1e-07	-4.917872E+0	-1.595254E-1
8.2e-07	-4.875155E+0	-1.552524E-1
8.3e-07	-4.875155E+0	-1.509793E-1
8.4e-07	-4.875155E+0	-1.467063E-1
8.5e-07	-4.875155E+0	-1.424333E-1
8.6e-07	-4.875155E+0	-1.381602E-1
8.7e-07	-4.875155E+0	-1.381602E-1
8.8e-07	-4.917872E+0	-1.296142E-1
8.9e-07	-4.875155E+0	-1.296142E-1
9e-07	-4.875155E+0	-1.296142E-1
9.1e-07	-4.875155E+0	-1.253411E-1
9.2e-07	-4.917872E+0	-1.210681E-1
9.3e-07	-4.917872E+0	-1.210681E-1
9.4e-07	-4.875155E+0	-1.167951E-1
9.5e-07	-4.875155E+0	-1.125220E-1
9.6e-07	-4.875155E+0	-1.125220E-1
9.7e-07	-4.875155E+0	-1.082490E-1
9.8e-07	-4.875155E+0	-1.039760E-1
9.9e-07	-4.875155E+0	-1.039760E-1
1e-06	-4.875155E+0	-1.039760E-1
1.01e-06	-4.875155E+0	-9.970293E-2
1.02e-06	-4.875155E+0	-9.970293E-2
1.03e-06	-4.875155E+0	-9.970293E-2
1.04e-06	-4.875155E+0	-9.542989E-2
1.05e-06	-4.875155E+0	-9.542989E-2
1.06e-06	-4.875155E+0	-9.115686E-2
1.07e-06	-4.875155E+0	-9.115686E-2
1.08e-06	-4.875155E+0	-8.688382E-2
1.09e-06	-4.875155E+0	-8.261079E-2
1.1e-06	-4.875155E+0	-7.833776E-2
1.11e-06	-4.875155E+0	-7.833776E-2
1.12e-06	-4.875155E+0	-7.406472E-2
1.13e-06	-4.875155E+0	-6.979169E-2
1.14e-06	-4.875155E+0	-6.979169E-2
1.15e-06	-4.875155E+0	-6.979169E-2
1.16e-06	-4.875155E+0	-6.979169E-2
1.17e-06	-4.875155E+0	-6.979169E-2
1.18e-06	-4.875155E+0	-6.979169E-2
1.19e-06	-4.875155E+0	-6.979169E-2
1.2e-06	-4.875155E+0	-6.551865E-2
1.21e-06	-4.875155E+0	-6.979169E-2
1.22e-06	-4.875155E+0	-6.124562E-2
1.23e-06	-4.875155E+0	-5.697258E-2
1.24e-06	-4.917872E+0	-5.697258E-2
1.25e-06	-4.875155E+0	-5.269955E-2
1.26e-06	-4.917872E+0	-5.269955E-2
1.27e-06	-4.875155E+0	-5.269955E-2
1.28e-06	-4.917872E+0	-5.269955E-2
1.29e-06	-4.875155E+0	-5.269955E-2
1.3e-06	-4.875155E+0	-5.269955E-2
1.31e-06	-4.875155E+0	-4.842651E-2
1.32e-06	-4.917872E+0	-4.842651E-2
1.33e-06	-4.917872E+0	-4.842651E-2
1.34e-06	-4.917872E+0	-4.842651E-2
1.35e-06	-4.917872E+0	-4.842651E-2
1.36e-06	-4.875155E+0	-4.842651E-2
1.37e-06	-4.917872E+0	-4.415348E-2
1.38e-06	-4.875155E+0	-4.842651E-2
1.39e-06	-4.875155E+0	-4.415348E-2
1.4e-06	-4.917872E+0	-4.415348E-2
1.41e-06	-4.917872E+0	-3.988044E-2
1.42e-06	-4.917872E+0	-3.988044E-2
1.43e-06	-4.917872E+0	-3.988044E-2
1.44e-06	-4.917872E+0	-3.988044E-2
1.45e-06	-4.875155E+0	-3.988044E-2
1.46e-06	-4.917872E+0	-3.560741E-2
1.47e-06	-4.917872E+0	-3.560741E-2
1.48e-06	-4.917872E+0	-3.560741E-2
1.49e-06	-4.917872E+0	-3.133437E-2
1.5e-06	-4.960589E+0	-3.133437E-2
1.51e-06	-4.917872E+0	-3.133437E-2
1.52e-06	-4.917872E+0	-3.133437E-2
1.53e-06	-4.875155E+0	-3.133437E-2
1.54e-06	-4.917872E+0	-3.133437E-2
1.55e-06	-4.917872E+0	-3.133437E-2
1.56e-06	-4.917872E+0	-3.133437E-2
1.57e-06	-4.917872E+0	-3.133437E-2
1.58e-06	-4.917872E+0	-3.560741E-2
1.59e-06	-4.917872E+0	-3.133437E-2
1.6e-06	-4.917872E+0	-3.133437E-2
1.61e-06	-4.917872E+0	-2.706134E-2
1.62e-06	-4.917872E+0	-2.706134E-2
1.63e-06	-4.917872E+0	-2.706134E-2
1.64e-06	-4.917872E+0	-2.706134E-2
1.65e-06	-4.917872E+0	-2.706134E-2
1.66e-06	-4.917872E+0	-2.706134E-2
1.67e-06	-4.875155E+0	-2.706134E-2
1.68e-06	-4.917872E+0	-2.278831E-2
1.69e-06	-4.917872E+0	-2.706134E-2
1.7e-06	-4.917872E+0	-2.706134E-2
1.71e-06	-4.875155E+0	-2.706134E-2
1.72e-06	-4.875155E+0	-2.706134E-2
1.73e-06	-4.917872E+0	-2.706134E-2
1.74e-06	-4.917872E+0	-2.278831E-2
1.75e-06	-4.917872E+0	-2.278831E-2
1.76e-06	-4.917872E+0	-1.851527E-2
1.77e-06	-4.917872E+0	-1.851527E-2
1.78e-06	-4.917872E+0	-1.851527E-2
1.79e-06	-4.917872E+0	-1.851527E-2
1.8e-06	-4.917872E+0	-1.851527E-2
1.81e-06	-4.917872E+0	-1.851527E-2
1.82e-06	-4.917872E+0	-1.851527E-2
1.83e-06	-4.875155E+0	-1.851527E-2
1.84e-06	-4.917872E+0	-1.851527E-2
1.85e-06	-4.917872E+0	-1.851527E-2
1.86e-06	-4.917872E+0	-1.851527E-2
1.87e-06	-4.917872E+0	-1.851527E-2
1.88e-06	-4.917872E+0	-1.424224E-2
1.89e-06	-4.917872E+0	-1.424224E-2
1.9e-06	-4.917872E+0	-1.851527E-2
1.91e-06	-4.917872E+0	-1.424224E-2
1.92e-06	-4.917872E+0	-1.424224E-2
1.93e-06	-4.875155E+0	-1.424224E-2
1.94e-06	-4.917872E+0	-1.424224E-2
1.95e-06	-4.875155E+0	-1.424224E-2
1.96e-06	-4.917872E+0	-1.424224E-2
1.97e-06	-4.917872E+0	-1.424224E-2
1.98e-06	-4.917872E+0	-1.424224E-2
1.99e-06	-4.875155E+0	-1.424224E-2
2e-06	-4.917872E+0	-1.424224E-2
2.01e-06	-4.917872E+0	-1.424224E-2
2.02e-06	-4.917872E+0	-1.424224E-2
2.03e-06	-4.917872E+0	-1.424224E-2
2.04e-06	-4.917872E+0	-1.424224E-2
2.05e-06	-4.917872E+0	-9.969201E-3
2.06e-06	-4.917872E+0	-9.969201E-3
2.07e-06	-4.875155E+0	-9.969201E-3
2.08e-06	-4.917872E+0	-9.969201E-3
2.09e-06	-4.917872E+0	-9.969201E-3
2.1e-06	-4.875155E+0	-1.424224E-2
2.11e-06	-4.875155E+0	-9.969201E-3
2.12e-06	-4.917872E+0	-1.424224E-2
2.13e-06	-4.917872E+0	-1.424224E-2
2.14e-06	-4.917872E+0	-9.969201E-3
2.15e-06	-4.917872E+0	-9.969201E-3
2.16e-06	-4.917872E+0	-9.969201E-3
2.17e-06	-4.917872E+0	-5.696167E-3
2.18e-06	-4.875155E+0	-5.696167E-3
2.19e-06	-4.917872E+0	-5.696167E-3
